subjects	S	picture	R	rt
3	positive	outgroup	positive	0.518759073868956
3	positive	ingroup	positive	0.860432560450928
3	negative	ingroup	negative	1.01369674111401
3	negative	ingroup	negative	0.530863569173271
3	negative	outgroup	negative	0.871016860796565
3	negative	outgroup	negative	0.606035629887407
3	positive	ingroup	positive	0.749175551470818
3	positive	outgroup	negative	0.949634200778045
3	negative	ingroup	positive	0.975183920271398
3	positive	ingroup	positive	0.785886609382345
3	positive	ingroup	positive	1.18103418943621
3	negative	ingroup	negative	1.04461127861184
3	positive	outgroup	positive	0.583662530003792
3	positive	ingroup	positive	1.379581129542
3	positive	outgroup	positive	0.879491470543286
3	negative	outgroup	negative	0.80344037638643
3	positive	outgroup	negative	1.39606756975111
3	negative	ingroup	positive	0.764631560414607
3	positive	outgroup	positive	0.763337323224347
3	negative	ingroup	negative	0.588530842860857
3	negative	outgroup	negative	1.10309325937864
3	positive	ingroup	positive	1.92614689517352
3	positive	ingroup	positive	0.776930516044337
3	positive	ingroup	positive	0.723141912825086
3	positive	outgroup	positive	0.690470528311422
3	positive	outgroup	positive	0.993586380841643
3	positive	outgroup	positive	0.799432585218439
3	positive	outgroup	negative	0.764363144787266
3	positive	ingroup	positive	0.511954473567544
3	negative	outgroup	positive	0.825822193209995
3	negative	ingroup	positive	0.862991982721425
3	negative	outgroup	negative	0.845335823164453
3	positive	ingroup	positive	0.537393741307699
3	negative	outgroup	negative	0.886999514061102
3	positive	outgroup	negative	0.79193911644519
3	negative	ingroup	negative	0.629442729775623
3	negative	outgroup	positive	0.844615807010182
3	positive	ingroup	negative	0.667469579608393
3	negative	ingroup	negative	0.578049381527745
3	positive	outgroup	positive	1.16836530884834
3	negative	ingroup	negative	0.531685209636817
3	positive	outgroup	positive	1.07427891138133
3	positive	outgroup	positive	0.62309508550802
3	negative	ingroup	negative	0.920994468532487
3	positive	outgroup	positive	0.986419531413224
3	positive	outgroup	positive	1.68769888285554
3	negative	outgroup	negative	0.754102308186257
3	positive	ingroup	negative	0.676589822100971
3	negative	outgroup	negative	0.483662334454424
3	negative	outgroup	negative	0.544115031367592
3	positive	outgroup	positive	0.846083149402241
3	negative	ingroup	negative	1.24782688532774
3	negative	outgroup	negative	0.573688194043678
3	negative	ingroup	negative	0.631063424044894
3	positive	outgroup	negative	0.980284155368403
3	positive	ingroup	negative	0.690949986465231
3	positive	ingroup	negative	0.698095878224449
3	negative	ingroup	negative	0.658733076866588
3	positive	outgroup	positive	1.78276966657471
3	negative	outgroup	negative	0.90359727293086
3	negative	outgroup	negative	0.972161090518299
3	positive	outgroup	positive	0.606497268800697
3	negative	ingroup	positive	0.665051124201287
3	positive	ingroup	positive	0.863688776296302
3	negative	outgroup	negative	1.11269415390505
3	positive	outgroup	positive	0.553567632180683
3	positive	ingroup	negative	1.21380504953567
3	positive	outgroup	positive	0.964175762630211
3	positive	ingroup	positive	0.637660158834287
3	negative	ingroup	negative	0.924836220650502
3	negative	outgroup	positive	0.706074704968172
3	negative	ingroup	negative	0.984863600927211
3	negative	ingroup	negative	0.593124172601845
3	positive	ingroup	positive	0.693023232749243
3	negative	outgroup	negative	0.590658673666014
3	negative	outgroup	negative	1.81994847570545
3	positive	outgroup	negative	0.620318904018174
3	negative	ingroup	positive	0.939334142646931
3	negative	outgroup	negative	0.67894930605019
3	negative	outgroup	negative	0.482940530734266
3	positive	outgroup	positive	0.596200834652603
3	negative	ingroup	negative	1.99466171426464
3	positive	ingroup	positive	0.575988114212575
3	positive	outgroup	positive	0.604342498388434
3	positive	outgroup	positive	0.899629798336088
3	negative	ingroup	positive	0.624771432013315
3	negative	ingroup	negative	0.690989557513531
3	positive	outgroup	negative	0.703774679867579
3	negative	outgroup	negative	0.585663671841962
3	positive	outgroup	negative	0.504431615098659
3	negative	outgroup	negative	0.637196748301073
3	positive	outgroup	positive	1.06521309604685
3	negative	ingroup	negative	0.836970691026102
3	positive	ingroup	positive	0.911558905297198
3	negative	outgroup	positive	1.31374095348542
3	negative	outgroup	negative	1.868022712921
3	negative	ingroup	negative	0.581252251220951
3	negative	outgroup	negative	0.50976991909382
3	positive	outgroup	positive	0.865512453646504
3	negative	ingroup	negative	0.816653881342971
3	positive	ingroup	negative	0.87357466956185
3	negative	outgroup	negative	0.989226481928014
3	negative	outgroup	negative	0.531282255767697
3	negative	outgroup	positive	2.11474075581909
3	positive	outgroup	negative	0.521934573042666
3	positive	ingroup	positive	0.608688634621336
3	negative	ingroup	positive	1.09273060487002
3	negative	outgroup	negative	0.581273746236748
3	negative	outgroup	negative	0.540102507466641
3	positive	ingroup	positive	1.06611758860258
3	positive	ingroup	positive	0.700970260008965
3	negative	ingroup	positive	0.60163000235642
3	negative	ingroup	negative	0.710388911653206
3	positive	outgroup	positive	0.96302889736972
3	positive	outgroup	positive	0.572108972321833
3	negative	ingroup	negative	0.757107883092087
3	negative	outgroup	negative	0.818186307401587
3	positive	outgroup	positive	0.948747358010004
3	positive	ingroup	positive	0.503283093940092
3	negative	outgroup	negative	0.686816176086967
3	negative	ingroup	negative	1.38305756856629
3	positive	outgroup	negative	0.570933804288624
3	negative	outgroup	negative	0.473438667853339
3	negative	ingroup	negative	0.651179405052149
3	negative	ingroup	negative	0.534190022906442
3	positive	ingroup	positive	1.49107442892662
3	negative	ingroup	negative	0.961008361052761
3	negative	outgroup	negative	0.835212976782399
3	positive	ingroup	positive	0.658150982424351
3	positive	ingroup	positive	0.618610756042227
3	positive	outgroup	positive	1.02260816495489
3	positive	outgroup	positive	0.575851821566571
3	positive	outgroup	positive	1.21962406017663
3	positive	ingroup	positive	0.561439805736607
3	negative	ingroup	negative	0.711274865918806
3	negative	outgroup	negative	1.17036229465615
3	positive	ingroup	positive	0.526956831550615
3	negative	outgroup	negative	0.706488493808207
3	positive	outgroup	negative	0.579916197718237
3	positive	ingroup	positive	0.847809649668193
3	negative	outgroup	positive	1.35855586035316
3	negative	ingroup	negative	0.684290311276874
3	positive	outgroup	negative	1.31838608089758
3	positive	ingroup	positive	0.584527073938701
3	positive	ingroup	positive	1.17815120945172
3	negative	ingroup	negative	1.71571077223943
3	negative	ingroup	negative	0.585766715282794
3	negative	outgroup	negative	0.906271292182088
3	positive	ingroup	negative	0.588315692111003
3	negative	outgroup	negative	0.75474765866248
3	negative	outgroup	negative	0.553825518125537
3	positive	ingroup	negative	0.538053718348732
3	positive	outgroup	positive	0.540938310207163
3	positive	ingroup	negative	0.836786984321964
3	negative	outgroup	positive	1.31573277520308
3	positive	ingroup	positive	0.671240793116396
3	negative	outgroup	positive	0.815947052066292
3	positive	outgroup	positive	0.859119879917439
3	positive	outgroup	negative	0.471165400585471
3	negative	ingroup	negative	0.716063116258752
3	negative	ingroup	negative	0.580176695548017
3	positive	ingroup	positive	0.555320932334406
3	positive	ingroup	positive	0.825529169167719
3	negative	outgroup	negative	1.13553141959425
3	positive	outgroup	positive	1.08099690849016
3	positive	ingroup	positive	1.41787606081039
3	negative	outgroup	negative	0.653348491467262
3	negative	outgroup	negative	1.03970602866324
3	negative	outgroup	negative	0.689980792873133
3	positive	outgroup	positive	0.866624422472234
3	negative	ingroup	negative	0.720896022568681
3	negative	ingroup	negative	0.603322578282199
3	negative	outgroup	negative	0.629693627314948
3	negative	ingroup	negative	0.616538273278521
3	positive	ingroup	positive	1.10784833228662
3	positive	ingroup	negative	1.33985232700656
3	negative	ingroup	negative	1.20855315393726
3	negative	ingroup	positive	0.580456385017457
3	negative	outgroup	positive	0.580836190976573
3	negative	outgroup	negative	0.871815502031096
3	positive	outgroup	positive	1.33878327168017
3	negative	outgroup	negative	0.993693262831472
3	positive	ingroup	negative	0.924192734344398
3	positive	ingroup	positive	1.43190372580693
3	positive	outgroup	negative	0.94321791729167
3	negative	ingroup	negative	1.49729065364608
3	negative	outgroup	negative	0.750500281042291
3	positive	ingroup	positive	0.563338382466244
3	positive	outgroup	positive	0.577242123093377
3	positive	ingroup	positive	0.566297175834541
3	positive	ingroup	negative	0.661905974701064
3	negative	ingroup	positive	0.800255421880205
3	negative	ingroup	negative	0.60013321725344
3	negative	ingroup	negative	0.760208406557799
3	negative	outgroup	negative	1.24669845418657
3	positive	ingroup	positive	0.606398462890913
3	positive	ingroup	positive	0.630669641345975
3	negative	outgroup	negative	0.921935820124661
3	negative	outgroup	negative	1.0184557641646
3	positive	ingroup	positive	1.01410478883091
3	negative	ingroup	negative	0.50311108897801
3	positive	outgroup	positive	0.678048207511852
3	positive	ingroup	negative	1.47281408955134
3	positive	ingroup	negative	0.696905799524923
3	negative	ingroup	negative	1.75980579193059
3	positive	outgroup	positive	0.686971623206616
3	positive	ingroup	positive	0.852515997613336
3	positive	ingroup	positive	0.538712391941003
3	negative	outgroup	negative	0.579667378122161
3	positive	outgroup	negative	0.764579851330697
3	negative	ingroup	negative	0.943973852189514
3	positive	ingroup	positive	1.83169256742688
3	positive	outgroup	positive	1.06470455367918
3	negative	outgroup	negative	0.64242731076426
3	negative	ingroup	negative	0.529273053843101
3	positive	ingroup	positive	0.785147390888451
3	negative	ingroup	negative	2.19204594112166
3	negative	outgroup	positive	0.909839772969084
3	negative	outgroup	negative	0.563610366530069
3	positive	outgroup	positive	0.731143437618017
3	positive	outgroup	positive	0.800700594543802
3	negative	outgroup	positive	0.957202024899818
3	negative	ingroup	positive	0.926231354162819
3	positive	ingroup	positive	0.857992483296003
3	negative	outgroup	negative	0.591013899304123
3	positive	outgroup	positive	1.36993923413303
3	positive	outgroup	positive	0.563387862283566
3	negative	outgroup	positive	0.603203012300132
3	negative	outgroup	positive	0.64817631648829
3	negative	ingroup	negative	0.790786671532674
3	negative	outgroup	negative	0.509010846363476
3	negative	ingroup	negative	0.907082154394802
3	positive	ingroup	positive	1.75451490050319
3	negative	ingroup	negative	0.60034294186199
3	negative	ingroup	negative	0.59005477789027
3	positive	ingroup	positive	0.664757043021964
3	positive	outgroup	negative	0.56614797431531
3	negative	ingroup	negative	0.635255880652636
3	negative	outgroup	negative	1.33613401963693
3	negative	outgroup	negative	0.851369459579409
3	positive	outgroup	positive	0.641929574403068
3	positive	outgroup	positive	0.760499157613585
3	positive	ingroup	positive	0.597044509470854
3	positive	ingroup	positive	1.42715314592359
3	negative	outgroup	negative	0.585987497781319
3	negative	ingroup	negative	1.24003912419117
3	negative	ingroup	negative	0.569154627830018
3	negative	outgroup	negative	0.628756310029819
3	positive	outgroup	negative	1.53519309039476
3	positive	ingroup	negative	1.51018769873744
3	positive	ingroup	positive	1.22384506308671
3	negative	ingroup	negative	0.651701532588875
3	negative	ingroup	positive	0.731676080333886
3	negative	ingroup	negative	0.580196425429255
3	negative	ingroup	negative	1.22045908925306
3	positive	outgroup	positive	0.855749492871535
3	negative	ingroup	negative	1.90682267952711
3	negative	outgroup	negative	0.818985933176054
3	positive	outgroup	positive	0.990386476111725
3	negative	outgroup	negative	1.43046163201218
3	positive	ingroup	positive	0.655644937477602
3	negative	outgroup	negative	0.485114981780977
3	negative	outgroup	negative	1.31917132665029
3	negative	outgroup	negative	1.08853976457791
3	negative	ingroup	negative	0.718727007252392
3	positive	outgroup	positive	0.515259343712152
3	negative	outgroup	negative	0.598158561177472
3	negative	outgroup	negative	0.901216882903142
3	negative	ingroup	negative	0.541023527471406
3	positive	outgroup	positive	0.556248431741672
3	negative	outgroup	positive	0.608098105545547
3	positive	ingroup	positive	1.69739535341659
3	positive	outgroup	negative	1.41407843328255
3	positive	ingroup	positive	1.59352469854839
3	positive	ingroup	negative	0.604816787940812
3	negative	ingroup	negative	0.611734766211282
3	negative	ingroup	negative	0.594530740912605
3	negative	outgroup	negative	0.786923011308647
3	negative	outgroup	negative	0.953078863628187
3	negative	outgroup	negative	0.805622737308033
3	positive	ingroup	positive	0.622402348641961
3	positive	outgroup	positive	0.849087734818647
3	negative	ingroup	negative	1.12239514837404
3	positive	ingroup	positive	0.565203600058778
3	negative	outgroup	negative	1.1369321969213
3	negative	outgroup	negative	0.534291106004507
3	positive	outgroup	negative	1.18635058861881
3	positive	outgroup	negative	0.496242553922531
3	positive	ingroup	negative	0.594598609284627
3	negative	ingroup	positive	0.893654120095524
3	positive	ingroup	positive	0.769716863144675
3	positive	outgroup	positive	0.637703051129083
3	negative	ingroup	positive	0.54609355914316
3	positive	ingroup	positive	0.710821637882777
3	positive	outgroup	negative	0.804885850929115
3	negative	outgroup	negative	0.50047451346056
3	negative	ingroup	negative	0.638962932358061
3	negative	ingroup	negative	0.666962743857022
3	negative	outgroup	negative	0.691098742065355
3	positive	ingroup	positive	0.85821039522798
3	positive	outgroup	positive	0.895947953537207
3	positive	ingroup	positive	0.599165203924018
3	positive	outgroup	positive	1.36097142782562
3	positive	outgroup	negative	0.719336117591967
3	positive	ingroup	positive	1.43614888700415
3	negative	ingroup	positive	1.14828713995339
3	negative	ingroup	negative	1.27116985116536
3	positive	ingroup	positive	0.962720309599891
3	positive	ingroup	positive	0.809138618905527
3	negative	ingroup	negative	0.525743504624409
3	positive	outgroup	positive	0.66460310626214
3	positive	outgroup	positive	0.610348809157665
3	negative	ingroup	negative	0.629013267963114
3	negative	ingroup	positive	0.622844665360199
3	positive	ingroup	negative	0.766503486012842
3	positive	ingroup	positive	0.627410890542369
3	positive	ingroup	positive	0.513081336434961
3	negative	ingroup	negative	0.580933453352343
3	positive	ingroup	negative	1.16652037740304
3	negative	ingroup	positive	0.89498310598596
3	positive	ingroup	positive	0.987387877338309
3	negative	ingroup	negative	1.01983377521286
3	negative	ingroup	negative	0.875155027520753
3	negative	outgroup	negative	0.667888852841076
3	negative	outgroup	positive	0.879088195761841
3	negative	outgroup	negative	1.03503205434786
3	positive	outgroup	negative	0.936026625084241
3	positive	ingroup	positive	2.58830440984195
3	positive	ingroup	negative	0.602762845502609
3	negative	ingroup	negative	0.614559916793441
3	positive	ingroup	positive	0.475197676847216
3	positive	ingroup	positive	0.738491372117851
3	positive	outgroup	positive	0.668166939739762
3	negative	ingroup	negative	0.836371864776033
3	negative	ingroup	negative	2.69228213257226
3	negative	ingroup	negative	1.98087138329747
3	negative	outgroup	negative	0.746948418536528
3	negative	outgroup	negative	0.79480523763996
3	negative	ingroup	positive	0.583378151105947
3	positive	ingroup	positive	0.776673585051546
3	positive	ingroup	positive	0.571545351601071
3	positive	ingroup	positive	1.02842913972975
3	negative	ingroup	positive	0.784110705767648
3	positive	outgroup	positive	0.629258711273096
3	positive	ingroup	positive	0.622721393852704
3	positive	outgroup	positive	1.02914348830233
3	positive	ingroup	positive	0.592197537283072
3	positive	outgroup	negative	1.14080760986519
3	negative	ingroup	negative	0.685900609202482
3	negative	outgroup	negative	0.946072362510836
3	negative	outgroup	negative	0.804549637669343
3	positive	outgroup	positive	1.35266820997455
3	positive	outgroup	negative	0.474207669804054
3	positive	outgroup	positive	0.792480298232043
3	negative	ingroup	negative	0.610629961809267
3	positive	ingroup	positive	0.469869040259461
3	positive	outgroup	positive	0.597127568725105
3	negative	outgroup	positive	1.26338474669595
3	negative	outgroup	positive	0.576056949765714
3	negative	outgroup	negative	0.634358882124015
3	negative	outgroup	negative	0.492484048153867
3	positive	ingroup	positive	0.571176030559075
3	positive	outgroup	positive	0.612592399027736
3	positive	outgroup	positive	1.17029024703713
3	negative	outgroup	negative	1.03237451279437
3	positive	outgroup	positive	0.742972771999991
3	positive	outgroup	negative	0.531793769124355
3	negative	outgroup	negative	0.521608533233985
3	positive	ingroup	negative	1.18161945989047
3	negative	ingroup	positive	0.929397084139333
3	negative	outgroup	negative	0.576957864358267
3	positive	ingroup	positive	0.600223690721352
3	positive	outgroup	positive	0.782712688354122
3	negative	outgroup	negative	1.91944154440187
3	negative	outgroup	positive	0.997331193631436
3	positive	ingroup	negative	0.553214019224339
3	negative	ingroup	negative	0.644452273451068
3	negative	outgroup	negative	0.617644305029947
3	negative	ingroup	negative	0.984515124624466
3	positive	outgroup	positive	0.669769933293436
3	negative	ingroup	positive	2.27254263377826
3	positive	ingroup	positive	0.767724860819986
3	negative	ingroup	positive	0.830045506717628
3	positive	ingroup	positive	0.610614665812052
3	positive	ingroup	positive	0.560583385742446
3	positive	ingroup	positive	0.775462265126234
3	negative	outgroup	negative	0.784236280762254
3	negative	outgroup	negative	0.542898038087071
3	positive	ingroup	positive	1.01599702494993
3	negative	outgroup	negative	0.60354392720733
3	positive	ingroup	positive	0.505991757769777
3	positive	outgroup	positive	0.666821564047195
3	negative	outgroup	negative	0.758177161059664
3	positive	outgroup	positive	1.05544037212443
3	positive	outgroup	positive	0.88377859340553
3	positive	ingroup	positive	0.856093995446607
3	negative	outgroup	negative	0.760502927416878
3	positive	outgroup	positive	0.741536420784983
3	positive	ingroup	negative	0.587137470129129
3	negative	ingroup	positive	0.621812594155903
3	negative	outgroup	negative	0.59241866414027
3	positive	outgroup	positive	1.24478010790238
3	positive	outgroup	positive	0.519559578226916
4	positive	ingroup	positive	0.296700497985206
4	positive	outgroup	negative	0.692788941867892
4	negative	ingroup	negative	0.54050291435308
4	positive	outgroup	positive	0.468535515373618
4	negative	ingroup	positive	0.283349306635824
4	negative	outgroup	negative	0.516437964024137
4	positive	outgroup	negative	0.420778229925217
4	negative	outgroup	negative	0.261334195821929
4	positive	ingroup	positive	0.279533828543757
4	negative	outgroup	negative	0.311079311630131
4	positive	ingroup	positive	0.273987921323907
4	negative	outgroup	negative	0.255169774052419
4	positive	outgroup	positive	0.443606732505258
4	positive	ingroup	positive	0.869105339879653
4	positive	outgroup	negative	0.338810158652911
4	negative	outgroup	negative	0.304235073289185
4	positive	outgroup	negative	0.238168032123257
4	positive	ingroup	positive	0.264661676933425
4	negative	ingroup	negative	0.33453667904042
4	positive	ingroup	positive	0.343375007214155
4	negative	outgroup	negative	0.240195614493657
4	negative	ingroup	negative	0.314877576967809
4	positive	outgroup	negative	0.259842381026339
4	negative	ingroup	negative	0.910336513951993
4	negative	ingroup	positive	0.891780344068628
4	negative	ingroup	negative	0.521706479095734
4	negative	ingroup	negative	0.283810064517602
4	positive	ingroup	positive	0.271336418668796
4	positive	outgroup	negative	0.252657578009804
4	positive	outgroup	negative	1.07124056192383
4	negative	outgroup	negative	0.331517249744472
4	negative	outgroup	negative	0.26456262334934
4	negative	ingroup	negative	1.09417139844205
4	positive	ingroup	negative	0.57251879292296
4	negative	ingroup	positive	0.519114592190507
4	positive	ingroup	positive	0.297560263977702
4	negative	ingroup	negative	0.391193144573946
4	negative	ingroup	negative	0.520460485659881
4	positive	ingroup	positive	0.47807323831616
4	positive	ingroup	positive	0.288659960748955
4	positive	ingroup	positive	0.262640865100542
4	positive	ingroup	positive	0.462919335859599
4	positive	ingroup	negative	1.02808359775887
4	negative	ingroup	negative	0.59265244833228
4	negative	outgroup	negative	0.603909204386682
4	positive	outgroup	positive	0.488127871488717
4	positive	outgroup	negative	0.32992111689044
4	negative	ingroup	positive	0.357130810009802
4	positive	ingroup	positive	0.295347165429159
4	positive	outgroup	negative	0.255186347028025
4	negative	ingroup	positive	0.27768749579872
4	positive	ingroup	positive	1.09331233429457
4	negative	ingroup	negative	0.690951029166081
4	negative	ingroup	positive	0.421081210586529
4	positive	outgroup	negative	0.416351509936319
4	negative	outgroup	negative	0.26055197995924
4	positive	outgroup	negative	0.256161581872655
4	negative	ingroup	negative	0.408126620819169
4	positive	outgroup	positive	0.415206144165743
4	negative	outgroup	negative	0.712380961341109
4	positive	outgroup	positive	0.859482977780669
4	positive	ingroup	positive	0.461675840832872
4	negative	outgroup	negative	0.634788500105269
4	positive	ingroup	positive	0.254565903779362
4	negative	outgroup	negative	0.324151106536044
4	positive	outgroup	positive	0.495031954715638
4	negative	ingroup	negative	0.608904404422723
4	negative	ingroup	negative	0.434647856178831
4	negative	outgroup	negative	0.461519243379801
4	positive	ingroup	positive	0.435315448327226
4	positive	ingroup	positive	0.239072073872859
4	positive	outgroup	positive	0.52252135123198
4	negative	ingroup	positive	0.304020004657488
4	positive	outgroup	positive	0.484651677131833
4	positive	outgroup	negative	0.672150615848475
4	positive	outgroup	negative	0.274644968956191
4	negative	outgroup	positive	0.536711990538627
4	positive	ingroup	positive	0.342088939425762
4	negative	ingroup	positive	0.35564190414921
4	negative	ingroup	positive	0.258568493290673
4	negative	outgroup	positive	0.547239258889343
4	positive	ingroup	positive	0.283859860714952
4	negative	ingroup	negative	0.890081000438625
4	positive	ingroup	positive	0.683318429096116
4	negative	outgroup	negative	0.673625764929196
4	negative	outgroup	negative	0.314544654044326
4	negative	outgroup	negative	0.280090853360374
4	negative	outgroup	negative	0.300647696021482
4	positive	ingroup	positive	0.415204605841044
4	negative	outgroup	negative	0.253354283226119
4	positive	ingroup	positive	0.384976592572382
4	positive	ingroup	negative	0.552825413109935
4	positive	ingroup	positive	0.52700986853582
4	positive	outgroup	positive	0.433294773617564
4	negative	ingroup	positive	0.33677861706653
4	negative	ingroup	negative	0.746297065053996
4	positive	ingroup	positive	0.926738637859202
4	positive	ingroup	positive	0.32100693356926
4	positive	ingroup	positive	0.527661455277274
4	negative	outgroup	negative	0.851073943313266
4	positive	outgroup	negative	0.950596189772993
4	positive	ingroup	positive	0.250142905810601
4	negative	outgroup	negative	0.276894154382713
4	positive	ingroup	positive	0.279522156952123
4	negative	ingroup	negative	0.77190843396083
4	negative	outgroup	negative	0.328878923911353
4	negative	ingroup	negative	0.555791484783574
4	positive	outgroup	positive	0.378541628567138
4	positive	ingroup	positive	0.353940960030411
4	positive	outgroup	negative	0.288866004035252
4	negative	ingroup	positive	0.282139622838019
4	negative	ingroup	negative	0.3340163038422
4	positive	ingroup	positive	0.26841151216758
4	negative	ingroup	positive	0.298399745055399
4	positive	ingroup	positive	0.400704172057834
4	negative	outgroup	negative	1.40759107533405
4	negative	outgroup	negative	0.25754028490229
4	negative	ingroup	negative	0.373965873909539
4	positive	ingroup	positive	0.642141568123297
4	positive	ingroup	positive	0.345504670588416
4	positive	ingroup	positive	0.286277762944325
4	negative	ingroup	positive	0.317987344140714
4	positive	ingroup	negative	0.431099886302776
4	positive	outgroup	positive	0.286429456347936
4	positive	ingroup	positive	0.325271918566141
4	positive	ingroup	positive	0.303489844793056
4	positive	ingroup	positive	0.461593711001546
4	positive	ingroup	positive	0.268962355171226
4	negative	outgroup	negative	0.71599403533477
4	negative	outgroup	positive	0.617022084643885
4	positive	outgroup	positive	0.402028071956108
4	positive	ingroup	negative	0.511644859934581
4	negative	outgroup	negative	0.686696925836839
4	positive	outgroup	positive	0.510325547798992
4	positive	ingroup	positive	0.329388065530738
4	positive	outgroup	positive	1.22545303718764
4	positive	outgroup	positive	0.395771870639876
4	positive	outgroup	negative	0.776729983496219
4	positive	outgroup	negative	0.253623178204525
4	positive	ingroup	positive	0.281804735255919
4	positive	outgroup	negative	0.310417776831906
4	negative	ingroup	positive	0.49515939528668
4	negative	outgroup	negative	0.265862602152782
4	positive	outgroup	negative	0.455557311314423
4	negative	outgroup	negative	0.268048286170765
4	negative	ingroup	positive	0.26525571004821
4	positive	ingroup	positive	0.280466759132758
4	positive	outgroup	negative	0.335867308034595
4	positive	ingroup	positive	0.727015099505965
4	negative	ingroup	positive	0.290680193171295
4	positive	outgroup	negative	0.253652561089753
4	positive	ingroup	positive	0.327108109385299
4	negative	ingroup	positive	0.390513569837834
4	negative	outgroup	negative	0.249895242406705
4	negative	ingroup	negative	0.470524302788778
4	negative	ingroup	positive	0.432634941094936
4	negative	outgroup	negative	1.49153861309837
4	negative	ingroup	positive	0.249871868639986
4	positive	outgroup	positive	1.00104961115789
4	positive	ingroup	positive	0.52262436661996
4	positive	ingroup	positive	0.264780000804039
4	positive	ingroup	positive	0.253060153694578
4	negative	outgroup	negative	0.642021698227855
4	negative	outgroup	negative	0.305505822486863
4	negative	outgroup	negative	0.873913519809585
4	negative	outgroup	negative	0.327724179439897
4	positive	ingroup	positive	0.251372310760679
4	positive	outgroup	positive	0.60753507331633
4	negative	outgroup	negative	0.575693019892807
4	positive	ingroup	positive	0.289431893594141
4	negative	ingroup	negative	0.462380018737032
4	positive	ingroup	positive	0.280183975084972
4	positive	ingroup	positive	0.269062496219788
4	positive	outgroup	negative	0.266211146126015
4	positive	ingroup	positive	0.460446854231432
4	negative	ingroup	positive	0.325211098440268
4	negative	outgroup	negative	0.511559305446375
4	negative	ingroup	negative	1.10435202672308
4	positive	ingroup	positive	0.261362728039475
4	negative	outgroup	positive	0.799776448139917
4	positive	outgroup	negative	0.304591280179285
4	negative	ingroup	positive	0.382622950949884
4	negative	ingroup	positive	0.264917586190333
4	positive	ingroup	positive	0.337577361717854
4	positive	outgroup	positive	0.632138662433576
4	negative	ingroup	negative	0.804969091313219
4	negative	outgroup	negative	0.27978571358518
4	negative	ingroup	negative	0.3430477115402
4	positive	ingroup	positive	2.14466365539809
4	negative	outgroup	negative	0.280006187212066
4	negative	outgroup	negative	0.347419640767173
4	positive	outgroup	positive	0.301305689546644
4	negative	outgroup	negative	0.324134862656727
4	positive	outgroup	negative	0.264606899438754
4	negative	ingroup	positive	0.277136057710428
4	negative	outgroup	negative	0.259466367775233
4	positive	ingroup	negative	0.594200956663471
4	positive	ingroup	positive	0.256118545832589
4	negative	outgroup	negative	0.31622470098346
4	negative	ingroup	negative	0.543308483666785
4	positive	outgroup	positive	0.561574617189925
4	positive	outgroup	negative	0.283518591949328
4	negative	outgroup	negative	0.341993642747107
4	negative	ingroup	negative	0.571485317128752
4	positive	outgroup	positive	0.332473285991825
4	negative	ingroup	positive	0.472768410052143
4	positive	outgroup	positive	0.438188295322352
4	positive	outgroup	negative	0.300912288800813
4	negative	outgroup	negative	0.343365572887585
4	negative	ingroup	positive	0.311755036502897
4	positive	ingroup	negative	0.433569012519356
4	negative	ingroup	positive	0.241927549184447
4	negative	ingroup	positive	0.510740588271683
4	negative	ingroup	positive	0.333208228648017
4	negative	ingroup	negative	0.649333868980938
4	negative	ingroup	negative	0.290511914042901
4	positive	outgroup	negative	0.353317331044728
4	positive	ingroup	negative	0.471661754120063
4	negative	outgroup	positive	0.471154297615257
4	negative	ingroup	negative	0.718421127682447
4	negative	outgroup	negative	0.251806456228481
4	negative	outgroup	negative	0.508778521109685
4	negative	ingroup	negative	0.555143777446424
4	negative	outgroup	negative	0.949695541234048
4	negative	outgroup	negative	0.498291095171116
4	negative	ingroup	positive	0.613314180567407
4	negative	outgroup	negative	0.513478743256524
4	positive	ingroup	positive	0.251100040106714
4	negative	ingroup	negative	0.699369848507193
4	positive	outgroup	negative	0.255685537721741
4	positive	outgroup	negative	0.278695415695414
4	negative	ingroup	negative	0.363674854164949
4	positive	outgroup	negative	0.299712701444102
4	negative	ingroup	positive	0.368869766822322
4	positive	outgroup	negative	0.274399077524341
4	negative	outgroup	negative	1.48245054243604
4	negative	outgroup	negative	0.326571169026846
4	positive	ingroup	positive	0.250664665138197
4	negative	ingroup	negative	0.288773458226384
4	negative	ingroup	negative	0.79558897933998
4	positive	ingroup	positive	0.375140875091695
4	negative	ingroup	positive	0.260904688781781
4	positive	ingroup	positive	0.254903959878658
4	negative	ingroup	positive	0.513344543712937
4	positive	outgroup	positive	0.371591283624053
4	positive	outgroup	negative	0.303623139318426
4	negative	ingroup	positive	0.251173120398772
4	negative	outgroup	negative	0.319829741986067
4	negative	ingroup	positive	0.384869261812841
4	positive	outgroup	positive	0.450266682289139
4	negative	outgroup	negative	0.56936467510042
4	negative	outgroup	positive	0.697768280257227
4	positive	ingroup	positive	0.53101449419308
4	positive	outgroup	positive	0.319007209886675
4	positive	ingroup	positive	0.452835725770377
4	positive	outgroup	negative	0.323784052928016
4	positive	ingroup	positive	0.320889342692897
4	negative	outgroup	negative	0.361319460075399
4	negative	outgroup	positive	0.59651110472148
4	positive	outgroup	negative	0.370388303248439
4	positive	ingroup	positive	0.2828709705569
4	positive	ingroup	positive	0.313519304415139
4	positive	outgroup	negative	0.303608201515556
